Institution Name,Department,Program Name,College,City Location of Institution (HD2018),State Abbreviation (HD2018),Institution's Internet Website Address (HD2018),Longitude Location of Institution (HD2018),Latitude Location of Institution (HD2018),Institution Size Category (HD2018),Total price for in-state students living on campus 2018-19 (DRVIC2018)
University of California-Davis,"AGRICULTURE, NATURAL RESOURCES AND ENVIRONMENTAL STUDIES","Environmental Horticulture and Urban Forestry, B.S. ",College of Agricultural and Environmental Sciences ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,"AGRICULTURE, NATURAL RESOURCES AND ENVIRONMENTAL STUDIES","Environmental Policy Analysis and Planning, B.S. ",College of Agricultural and Environmental Sciences ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,"AGRICULTURE, NATURAL RESOURCES AND ENVIRONMENTAL STUDIES","Environmental Science and Management, B.S.",College of Agricultural and Environmental Sciences ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,"AGRICULTURE, NATURAL RESOURCES AND ENVIRONMENTAL STUDIES","Environmental Toxicology, B.S. ",College of Agricultural and Environmental Sciences ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,"AGRICULTURE, NATURAL RESOURCES AND ENVIRONMENTAL STUDIES","Food Science, B.S. ",College of Agricultural and Environmental Sciences ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,"AGRICULTURE, NATURAL RESOURCES AND ENVIRONMENTAL STUDIES","Global Disease Biology, B.S. ",College of Agricultural and Environmental Sciences ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,"AGRICULTURE, NATURAL RESOURCES AND ENVIRONMENTAL STUDIES","Hydrology, B.S. ",College of Agricultural and Environmental Sciences ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,"AGRICULTURE, NATURAL RESOURCES AND ENVIRONMENTAL STUDIES","International Agricultural Development, B.S. ",College of Agricultural and Environmental Sciences ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,"AGRICULTURE, NATURAL RESOURCES AND ENVIRONMENTAL STUDIES","Landscape Architecture (Pre), B.S. ",College of Agricultural and Environmental Sciences ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,"AGRICULTURE, NATURAL RESOURCES AND ENVIRONMENTAL STUDIES","Managerial Economics, B.S. ",College of Agricultural and Environmental Sciences ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,"AGRICULTURE, NATURAL RESOURCES AND ENVIRONMENTAL STUDIES","Marine and Coastal Science, B.S. ",College of Agricultural and Environmental Sciences ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,"AGRICULTURE, NATURAL RESOURCES AND ENVIRONMENTAL STUDIES","Plant Sciences, B.S.",College of Agricultural and Environmental Sciences ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,"AGRICULTURE, NATURAL RESOURCES AND ENVIRONMENTAL STUDIES","Sustainable Agriculture and Food Systems, B.S.",College of Agricultural and Environmental Sciences ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,"AGRICULTURE, NATURAL RESOURCES AND ENVIRONMENTAL STUDIES","Viticulture and Enology, B.S. ",College of Agricultural and Environmental Sciences ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,"AGRICULTURE, NATURAL RESOURCES AND ENVIRONMENTAL STUDIES","Wildlife, Fish and Conservation Biology, B.S. ",College of Agricultural and Environmental Sciences ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,"AGRICULTURE, NATURAL RESOURCES AND ENVIRONMENTAL STUDIES",Undeclared/Exploratory ,College of Agricultural and Environmental Sciences ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,"AGRICULTURE, NATURAL RESOURCES AND ENVIRONMENTAL STUDIES","Biological Sciences, A.B., B.S.",College of Biological Sciences,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,"AGRICULTURE, NATURAL RESOURCES AND ENVIRONMENTAL STUDIES","Evolution, Ecology and Biodiversity, A.B., B.S. ",College of Biological Sciences,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,"AGRICULTURE, NATURAL RESOURCES AND ENVIRONMENTAL STUDIES","Marine and Coastal Science, B.S.",College of Biological Sciences,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,"AGRICULTURE, NATURAL RESOURCES AND ENVIRONMENTAL STUDIES","Plant Biology, A.B., B.S. ",College of Biological Sciences,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,"AGRICULTURE, NATURAL RESOURCES AND ENVIRONMENTAL STUDIES","Biological Systems Engineering, B.S. ",College of Engineering ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,"AGRICULTURE, NATURAL RESOURCES AND ENVIRONMENTAL STUDIES","Civil Engineering, B.S. ",College of Engineering ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,"AGRICULTURE, NATURAL RESOURCES AND ENVIRONMENTAL STUDIES","Environmental Engineering, B.S. ",College of Engineering ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,"AGRICULTURE, NATURAL RESOURCES AND ENVIRONMENTAL STUDIES","Applied Chemistry, B.S. ",College of Letters and Science ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,"AGRICULTURE, NATURAL RESOURCES AND ENVIRONMENTAL STUDIES","Chemistry, A.B., B.S. ",College of Letters and Science ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,"AGRICULTURE, NATURAL RESOURCES AND ENVIRONMENTAL STUDIES","Geology, A.B., B.S. ",College of Letters and Science ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,"AGRICULTURE, NATURAL RESOURCES AND ENVIRONMENTAL STUDIES","Marine and Coastal Science, B.S. ",College of Letters and Science ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,ARCHITECTURAL AND ENVIRONMENTAL DESIGN AND PLANNING,"Ecological Management and Restoration, B.S. ",College of Agricultural and Environmental Sciences ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,ARCHITECTURAL AND ENVIRONMENTAL DESIGN AND PLANNING,"Environmental Horticulture and Urban Forestry, B.S.",College of Agricultural and Environmental Sciences ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,ARCHITECTURAL AND ENVIRONMENTAL DESIGN AND PLANNING,"Environmental Policy Analysis and Planning, B.S.",College of Agricultural and Environmental Sciences ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,ARCHITECTURAL AND ENVIRONMENTAL DESIGN AND PLANNING,"Landscape Architecture, B.S.",College of Agricultural and Environmental Sciences ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,ARCHITECTURAL AND ENVIRONMENTAL DESIGN AND PLANNING,"Sustainable Environmental Design, B.S. ",College of Agricultural and Environmental Sciences ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,ARCHITECTURAL AND ENVIRONMENTAL DESIGN AND PLANNING,"Civil Engineering, B.S. ",College of Engineering ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,ARCHITECTURAL AND ENVIRONMENTAL DESIGN AND PLANNING,"Environmental Engineering, B.S. ",College of Engineering ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,ARCHITECTURAL AND ENVIRONMENTAL DESIGN AND PLANNING,"Design, A.B. ",College of Letters and Science ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,"ART—APPLIED, FINE, PERFORMING AND ART HISTORY",Academic Options Program ,College of Letters and Science ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,"ART—APPLIED, FINE, PERFORMING AND ART HISTORY","Art History, A.B. ",College of Letters and Science ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,"ART—APPLIED, FINE, PERFORMING AND ART HISTORY","Art Studio, A.B. ",College of Letters and Science ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,"ART—APPLIED, FINE, PERFORMING AND ART HISTORY","Cinema and Digital Media, A.B. ",College of Letters and Science ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,"ART—APPLIED, FINE, PERFORMING AND ART HISTORY","Design, A.B. ",College of Letters and Science ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,"ART—APPLIED, FINE, PERFORMING AND ART HISTORY","Music, A.B.",College of Letters and Science ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,"ART—APPLIED, FINE, PERFORMING AND ART HISTORY","Theatre and Dance, A.B. ",College of Letters and Science ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,BIOLOGICAL AND LIFE SCIENCES,"Agricultural and Environmental Education, B.S.",College of Agricultural and Environmental Sciences ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,BIOLOGICAL AND LIFE SCIENCES,"Animal Biology, B.S.",College of Agricultural and Environmental Sciences ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,BIOLOGICAL AND LIFE SCIENCES,"Animal Science, B.S.",College of Agricultural and Environmental Sciences ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,BIOLOGICAL AND LIFE SCIENCES,"Animal Science and Management, B.S. ",College of Agricultural and Environmental Sciences ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,BIOLOGICAL AND LIFE SCIENCES,"Biotechnology, B.S.",College of Agricultural and Environmental Sciences ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,BIOLOGICAL AND LIFE SCIENCES,"Clinical Nutrition, B.S.",College of Agricultural and Environmental Sciences ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,BIOLOGICAL AND LIFE SCIENCES,"Ecological Management and Restoration, B.S.",College of Agricultural and Environmental Sciences ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,BIOLOGICAL AND LIFE SCIENCES,"Entomology, B.S.",College of Agricultural and Environmental Sciences ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,BIOLOGICAL AND LIFE SCIENCES,"Environmental Horticulture and Urban Forestry, B.S.",College of Agricultural and Environmental Sciences ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,BIOLOGICAL AND LIFE SCIENCES,"Environmental Science and Management, B.S.",College of Agricultural and Environmental Sciences ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,BIOLOGICAL AND LIFE SCIENCES,"Global Disease Biology, B.S.",College of Agricultural and Environmental Sciences ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,BIOLOGICAL AND LIFE SCIENCES,"Managerial Economics, B.S.",College of Agricultural and Environmental Sciences ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,BIOLOGICAL AND LIFE SCIENCES,"Marine and Coastal Science, B.S. ",College of Agricultural and Environmental Sciences ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,BIOLOGICAL AND LIFE SCIENCES,"Nutrition Science, B.S. ",College of Agricultural and Environmental Sciences ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,BIOLOGICAL AND LIFE SCIENCES,"Plant Sciences, B.S.",College of Agricultural and Environmental Sciences ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,BIOLOGICAL AND LIFE SCIENCES,"Wildlife, Fish, and Conservation Biology, B.S.",College of Agricultural and Environmental Sciences ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,BIOLOGICAL AND LIFE SCIENCES,"Biochemistry and Molecular Biology, B.S.",College of Biological Sciences ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,BIOLOGICAL AND LIFE SCIENCES,"Biological Sciences, A.B., B.S.",College of Biological Sciences ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,BIOLOGICAL AND LIFE SCIENCES,"Cell Biology, B.S.",College of Biological Sciences ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,BIOLOGICAL AND LIFE SCIENCES,"Evolution, Ecology and Biodiversity, A.B., B.S. ",College of Biological Sciences ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,BIOLOGICAL AND LIFE SCIENCES,"Genetics and Genomics, B.S. ",College of Biological Sciences ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,BIOLOGICAL AND LIFE SCIENCES,"Marine and Coastal Science, B.S. ",College of Biological Sciences ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,BIOLOGICAL AND LIFE SCIENCES,"Microbiology, A.B., B.S. ",College of Biological Sciences ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,BIOLOGICAL AND LIFE SCIENCES,"Neurobiology, Physiology and Behavior, B.S.",College of Biological Sciences ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,BIOLOGICAL AND LIFE SCIENCES,"Plant Biology, A.B., B.S. ",College of Biological Sciences ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,BIOLOGICAL AND LIFE SCIENCES,Undeclared/Life Sciences ,College of Biological Sciences ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,BIOLOGICAL AND LIFE SCIENCES,"Biochemical Engineering, B.S. ",College of Engineering ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,BIOLOGICAL AND LIFE SCIENCES,"Biological Systems Engineering, B.S. ",College of Engineering ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,BIOLOGICAL AND LIFE SCIENCES,"Anthropology, A.B., B.S. ",College of Letters and Science ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,BIOLOGICAL AND LIFE SCIENCES,"Applied Chemistry, B.S. ",College of Letters and Science ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,BIOLOGICAL AND LIFE SCIENCES,"Chemistry, A.B., B.S. ",College of Letters and Science ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,BIOLOGICAL AND LIFE SCIENCES,"Marine and Coastal Science, B.S. ",College of Letters and Science ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,BIOLOGICAL AND LIFE SCIENCES,"Pharmaceutical Chemistry, B.S. ",College of Letters and Science ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,BIOLOGICAL AND LIFE SCIENCES,"Psychology, A.B., B.S. ",College of Letters and Science ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,BUSINESS AND MANAGEMENT,"Community and Regional Development, B.S. ",College of Agricultural and Environmental Sciences ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,BUSINESS AND MANAGEMENT,"Managerial Economics, B.S. ",College of Agricultural and Environmental Sciences ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,BUSINESS AND MANAGEMENT,"Economics, A.B.",College of Letters and Science ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,BUSINESS AND MANAGEMENT,"Sociology— Organizational Studies, A.B. ",College of Letters and Science ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,COMMUNICATION,"Communication, A.B. ",College of Letters and Science ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
University of California-Davis,COMMUNICATION,"Design, A.B. ",College of Letters and Science ,Davis,CA,www.ucdavis.edu,-121.749567,38.539667,5,35177
